Zipcode,Food_Stamp,With_Health_Coverage,With_Private_Insurance,With_public_coverage,No_health_insurance_coverage,Below_Poverty_Level
ZCTA5 81241,0,90.9,90.9,22.7,9.1,26.7
ZCTA5 81242,16.4,64.3,52.1,12.7,35.7,9.1
ZCTA5 81243,0,100,93,33.3,0,26.6
ZCTA5 81244,0,81.6,67.5,14,18.4,11.4
ZCTA5 81248,0,100,100,0,0,51.6
ZCTA5 81251,0,80.8,80.8,0,19.2,45.2
ZCTA5 81252,10.7,68.5,49,24.2,31.5,6.9
ZCTA5 81253,7.1,89,83.8,11,11,14.8
ZCTA5 81301,4.7,77.3,75.1,4.9,22.7,2.3
ZCTA5 81303,11,80.1,75,7.6,19.9,3.2
ZCTA5 81320,9.5,100,74.1,42.6,0,12.5
ZCTA5 81321,11,72.8,61.3,14.1,27.2,3.6
ZCTA5 81323,11,63.6,58.2,6.5,36.4,4.7
ZCTA5 81324,7.2,72.7,56,18.6,27.3,8.4
ZCTA5 81325,9.3,100,81,19,0,26.6
ZCTA5 81326,5.7,80.9,78.8,3.2,19.1,5.2
ZCTA5 81327,3.4,85.7,85.7,0,14.3,12.8
ZCTA5 81328,6.9,78.3,69,9.7,21.7,4.5
ZCTA5 81330,0,100,100,0,0,74.1
ZCTA5 81331,0,55.7,55.7,0,44.3,32.9
ZCTA5 81332,10.3,68.2,56.5,11.8,31.8,18.1
ZCTA5 81334,17.1,59.3,50.1,13.8,40.7,10
ZCTA5 81335,0,100,100,0,0,50.9
ZCTA5 81401,14.2,75.7,68.1,10.7,24.3,2.9
ZCTA5 81403,10.9,76,72.6,6,24,3.4
ZCTA5 81410,9.6,69.8,63.6,9.7,30.2,11.1
ZCTA5 81411,0,9999999.99,9999999.99,9999999.99,9999999.99,100
ZCTA5 81413,12.7,66.6,59.9,7.2,33.4,5.1
ZCTA5 81415,8.6,61.3,55.7,5.6,38.7,10.5
ZCTA5 81416,11.6,73.3,65.1,12.1,26.7,3.7
ZCTA5 81418,6.3,63.8,62,1.7,36.2,9.3
ZCTA5 81419,10.4,65.8,58.1,8.2,34.2,6.2
ZCTA5 81422,6.5,79,57.2,22.3,21,5.7
ZCTA5 81423,5.4,83.3,73.7,11.8,16.7,5.2
ZCTA5 81424,17.6,81.8,70.4,15.1,18.2,7.8
ZCTA5 81425,13.4,73.5,62,16.1,26.5,5.6
ZCTA5 81426,6.8,100,89.4,13.6,0,15.1
ZCTA5 81427,2.2,77.8,77.8,0.4,22.2,10.8
ZCTA5 81428,11.9,76.1,69.6,10.3,23.9,7
ZCTA5 81429,0,72.5,72.5,0,27.5,55.1
ZCTA5 81430,2.4,88.9,75.4,13.5,11.1,12.8
ZCTA5 81431,7,83.1,83.1,0,16.9,12.9
ZCTA5 81432,7.5,79.5,74.2,6.5,20.5,3.1
ZCTA5 81433,8,71.9,66.1,7.5,28.1,9.2
ZCTA5 81434,0,71.9,71.9,0,28.1,15.9
ZCTA5 81435,3.2,78.7,77,3.1,21.3,3.2
ZCTA5 81501,16.1,78,69.8,10.6,22,3.7
ZCTA5 81503,16.3,79.6,71.3,10.6,20.4,5.4
ZCTA5 81504,12,77.9,71.5,9.1,22.1,2.6
ZCTA5 81505,4.8,87.6,81.2,8.9,12.4,2.2
ZCTA5 81506,5.4,85.3,80.8,6.5,14.7,3.9
ZCTA5 81507,2.1,89.3,87.2,3.9,10.7,2.8
ZCTA5 81520,21.6,74.7,59.7,22.7,25.3,5.7
ZCTA5 81521,8.4,83.3,79,7.9,16.7,5.1
ZCTA5 81522,0,9999999.99,9999999.99,9999999.99,9999999.99,82.2
ZCTA5 81523,0,98.6,98.6,0,1.4,5.8
ZCTA5 81524,3.9,92.8,91.8,1,7.2,10.2
ZCTA5 81525,19.6,82.9,72.7,10.1,17.1,13.1
ZCTA5 81526,9.4,80.8,75.9,8.2,19.2,3.9
ZCTA5 81527,6.7,75.7,72.7,4.4,24.3,9.4
ZCTA5 81601,4.8,71,67.3,5.2,29,3.4
ZCTA5 81610,13.7,88.7,85.1,9.2,11.3,8.9
ZCTA5 81611,0.6,81.8,81.1,1.6,18.2,1.7
ZCTA5 81612,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 81615,4.5,75.4,75.4,0,24.6,5.8
ZCTA5 81620,1.2,77.9,77.2,1.3,22.1,6.9
ZCTA5 81621,1.6,79.7,75.1,4.5,20.3,4.7
ZCTA5 81623,3.9,74,73.3,2.1,26,3.2
ZCTA5 81624,10.8,69.4,60.5,10,30.6,6
ZCTA5 81625,11.3,82.1,75.6,9.5,17.9,3.1
ZCTA5 81630,10,69.4,67.8,2.9,30.6,5.5
ZCTA5 81631,5.1,88.9,88.4,1.9,11.1,1.9
ZCTA5 81632,5.1,75.6,70.6,5.9,24.4,7.4
ZCTA5 81633,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 81635,13.2,60.8,56.3,4.9,39.2,4.5
ZCTA5 81637,2.9,82.3,82,4.5,17.7,3.6
ZCTA5 81638,0,94.5,71.1,23.4,5.5,30.5
ZCTA5 81639,2.1,88,85.2,3.3,12,4.4
ZCTA5 81640,0,63.6,63.6,0,36.4,31.2
ZCTA5 81641,8.5,78.2,72.3,7.8,21.8,7.3
ZCTA5 81642,0,100,100,0,0,45.8
ZCTA5 81643,0,88.1,86,4.9,11.9,12.2
ZCTA5 81645,5.6,87.5,83.1,6.6,12.5,6.5
ZCTA5 81646,8,93.1,93.1,14.9,6.9,12
ZCTA5 81647,3.4,75.4,74.3,3.1,24.6,6.7
ZCTA5 81648,3.3,91.1,86.7,6.1,8.9,4.3
ZCTA5 81649,2.2,76.6,73.1,8.6,23.4,8.5
ZCTA5 81650,10,69.1,62.2,8.8,30.9,4.4
ZCTA5 81652,5.7,75.6,72.1,4.2,24.4,4.2
ZCTA5 81653,0,100,100,0,0,100
ZCTA5 81654,1.6,74.2,57,17.2,25.8,6.5
ZCTA5 81655,0,0,0,0,100,79.3
ZCTA5 81656,0,69.7,69.7,0,30.3,34.8
ZCTA5 81657,1.1,87.1,86.7,2.2,12.9,1.7
ZCTA5 82001,10.3,81.3,76.5,9.1,18.7,2
ZCTA5 82005,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82007,14,75.2,71.2,8.7,24.8,4
ZCTA5 82009,3.2,91.6,89.8,5.6,8.4,1.2
ZCTA5 82050,6.8,83.5,83.5,0,16.5,11.7
ZCTA5 82051,0,100,100,0,0,100
ZCTA5 82052,0,100,100,0,0,100
ZCTA5 82053,2.1,85.3,84.7,0.7,14.7,5.8
ZCTA5 82054,7.4,75.7,75.7,0,24.3,17.1
ZCTA5 82055,5.2,100,87.4,12.6,0,33
ZCTA5 82058,0,53.8,53.8,0,46.2,63.7
ZCTA5 82059,0,100,100,0,0,22.2
ZCTA5 82060,0,80.8,80.8,0,19.2,15.9
ZCTA5 82061,0,0,0,0,100,9999999.99
ZCTA5 82063,0,100,100,0,0,100
ZCTA5 82070,6.3,85.9,83.8,3.5,14.1,3.6
ZCTA5 82072,4,91.1,88.4,4.1,8.9,4.8
ZCTA5 82073,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82081,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82082,1.8,96,94.7,4.9,4,1.4
ZCTA5 82083,5.1,94.6,94.6,0,5.4,25.9
ZCTA5 82084,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82190,0,80,72.1,8.6,20,55.9
ZCTA5 82201,9.7,80.1,70.8,13.3,19.9,7.6
ZCTA5 82210,14.7,67.2,63.9,6.7,32.8,7.7
ZCTA5 82212,5.5,90.5,89.7,16.4,9.5,5.8
ZCTA5 82213,5.8,76,72.4,4.6,24,9.9
ZCTA5 82214,10.3,57.1,52.2,7.1,42.9,9.1
ZCTA5 82215,2.9,95.9,95.9,0,4.1,39.5
ZCTA5 82217,0,100,100,30.6,0,57.9
ZCTA5 82219,0,100,100,0,0,95
ZCTA5 82221,4.9,65.6,62.5,3.2,34.4,11.8
ZCTA5 82222,0,73.2,73.2,0,26.8,17.9
ZCTA5 82223,6.8,71.5,62,10.9,28.5,6
ZCTA5 82224,0,100,100,0,0,100
ZCTA5 82225,11.5,80.5,75.2,6.1,19.5,8.4
ZCTA5 82227,25,46.7,46.7,0,53.3,40.7
ZCTA5 82229,0,100,100,0,0,46.3
ZCTA5 82240,8.5,82.1,77,8.7,17.9,3.8
ZCTA5 82242,6.7,100,100,0,0,21.7
ZCTA5 82243,0,100,100,0,0,71.2
ZCTA5 82244,8.8,70.2,67.5,11.8,29.8,13.5
ZCTA5 82301,12.9,78.7,75,9.1,21.3,5
ZCTA5 82321,0,90.6,90.3,0.3,9.4,6.9
ZCTA5 82322,1.6,69.9,69.9,0,30.1,42
ZCTA5 82323,0,88.6,88.6,0,11.4,9
ZCTA5 82324,0,97.9,97.9,0,2.1,33.6
ZCTA5 82325,3.3,83.1,83.1,0.4,16.9,9.8
ZCTA5 82327,7.8,83.9,83.9,3,16.1,13
ZCTA5 82329,5.6,89.9,89.9,0,10.1,6.7
ZCTA5 82331,4.6,78.8,77.9,3.6,21.2,6.2
ZCTA5 82332,0,69.7,69.7,0,30.3,54.6
ZCTA5 82334,5.9,93.5,87.1,10.1,6.5,9.4
ZCTA5 82335,0,9999999.99,9999999.99,9999999.99,9999999.99,73.6
ZCTA5 82336,7.2,73.9,71.8,6.4,26.1,15.5
ZCTA5 82401,10,74.7,70.9,6.1,25.3,3.4
ZCTA5 82410,12.1,85.8,82.3,4.5,14.2,2.6
ZCTA5 82411,3.2,79.9,78.8,3.8,20.1,9.6
ZCTA5 82412,18.6,79.2,69.3,10,20.8,11.5
ZCTA5 82414,3.6,80.8,75.1,8.5,19.2,2.5
ZCTA5 82420,6.5,89.1,84.2,6.8,10.9,5.9
ZCTA5 82421,3.9,88.1,88.1,3.5,11.9,4.8
ZCTA5 82422,0,9999999.99,9999999.99,9999999.99,9999999.99,44.5
ZCTA5 82423,2.8,79.7,67.1,20.3,20.3,22.5
ZCTA5 82426,7.4,72,67.2,6.5,28,5.3
ZCTA5 82428,0,85.3,85.3,0,14.7,79
ZCTA5 82430,2.3,22.9,18.8,4.2,77.1,45.6
ZCTA5 82431,5.1,85.5,80.1,11,14.5,3.5
ZCTA5 82432,5.9,77.6,77.6,0,22.4,38.1
ZCTA5 82433,1.6,87,83.2,4.3,13,2.7
ZCTA5 82434,0,84.6,84.6,0,15.4,44
ZCTA5 82435,4.7,82.7,78.5,6.5,17.3,3.9
ZCTA5 82440,0,0,0,0,100,43
ZCTA5 82441,0,76.3,76.3,0,23.7,39.5
ZCTA5 82442,6,81.3,70.5,13.4,18.7,8
ZCTA5 82443,6.6,77.7,74.4,7,22.3,4.1
ZCTA5 82450,0,100,100,0,0,48.2
ZCTA5 82501,10.2,77.6,71,8.6,22.4,3
ZCTA5 82510,26.8,50,46.1,3.9,50,12.8
ZCTA5 82512,0,42.5,42.5,0,57.5,26.5
ZCTA5 82513,1.1,77,72.5,7.7,23,2.6
ZCTA5 82514,32.1,51.1,44.6,7.7,48.9,6.5
ZCTA5 82515,13.8,60.5,54,10.7,39.5,10.4
ZCTA5 82516,10.8,58.4,58.4,0,41.6,8
ZCTA5 82520,9.4,75.7,71.8,5.6,24.3,3.1
ZCTA5 82523,2.2,68.4,65.9,10,31.6,4.9
ZCTA5 82601,9.1,79,75.8,5.3,21,1.8
ZCTA5 82604,4.7,83.7,81.5,4.7,16.3,2.3
ZCTA5 82609,5.8,87.2,85,4.8,12.8,2.8
ZCTA5 82620,0,100,85.7,14.3,0,18.4
ZCTA5 82630,0,100,100,0,0,90.1
ZCTA5 82633,7.6,88.3,85.2,7,11.7,2.8
ZCTA5 82635,19.3,71.6,71.6,0,28.4,18.6
ZCTA5 82636,8.5,74.4,68.9,10.1,25.6,6.3
ZCTA5 82637,3.5,79.9,77.7,4.4,20.1,4.7
ZCTA5 82638,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82639,0.5,81.7,80.9,3.5,18.3,9.3
ZCTA5 82640,0,100,71,29,0,73.6
ZCTA5 82642,0,100,100,0,0,62.2
ZCTA5 82643,10.4,82.7,80.5,3.6,17.3,11.4
ZCTA5 82644,16.1,69.2,63.3,5.9,30.8,10.4
ZCTA5 82646,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82648,0,100,100,0,0,9999999.99
ZCTA5 82649,4.1,68.9,64.3,5.1,31.1,5.4
ZCTA5 82701,7.6,79.1,78.2,4.2,20.9,5.4
ZCTA5 82710,0,60,60,0,40,26.3
ZCTA5 82711,0,100,100,0,0,41.1
ZCTA5 82712,0,70.8,70.8,0,29.2,22.9
ZCTA5 82714,0,79.4,79.4,0,20.6,37.4
ZCTA5 82715,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82716,2.4,83.1,80.4,5.2,16.9,3.1
ZCTA5 82718,2.9,86.4,85.5,3.3,13.6,2.3
ZCTA5 82720,0,84.5,82.8,4.5,15.5,2.5
ZCTA5 82721,3.4,81.4,78.1,4.7,18.6,2.3
ZCTA5 82723,6.1,100,100,0,0,22.9
ZCTA5 82725,0,76.8,76.8,0,23.2,29.2
ZCTA5 82727,0,88,88,2.2,12,4
ZCTA5 82729,0.6,79,77,2.6,21,4.8
ZCTA5 82730,5.8,86.8,86.8,3.3,13.2,3.5
ZCTA5 82731,0,100,100,0,0,82.3
ZCTA5 82732,3,84.8,81.9,4.3,15.2,4.1
ZCTA5 82801,5,83.8,81.5,5.5,16.2,2.1
ZCTA5 82831,0,66.7,66.7,0,33.3,9.9
ZCTA5 82832,0,93.7,93.7,0,6.3,9.2
ZCTA5 82833,0,100,100,0,0,9999999.99
ZCTA5 82834,4.6,83.8,82,4.2,16.2,3.6
ZCTA5 82835,9.2,73.4,69.8,7.9,26.6,33.6
ZCTA5 82836,1.4,89.1,87.9,1.8,10.9,10.7
ZCTA5 82837,0,86.7,86.7,0,13.3,57.1
ZCTA5 82838,0,98.8,98.8,0,1.2,27.9
ZCTA5 82839,3.3,81.6,78.3,4.4,18.4,3.9
ZCTA5 82842,0,88.9,88.9,0,11.1,21.6
ZCTA5 82844,0,100,100,0,0,63.7
ZCTA5 82845,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 82901,5.1,83.3,81.7,4,16.7,2.9
ZCTA5 82922,0,100,100,0,0,51.2
ZCTA5 82923,0,95.1,95.1,0,4.9,17.9
ZCTA5 82925,0,100,100,0,0,20.7
ZCTA5 82929,0,0,0,0,100,9999999.99
ZCTA5 82930,9.5,82,79.5,5.8,18,4.4
ZCTA5 82932,0,72.7,72.7,0,27.3,11.9
ZCTA5 82933,1.8,87.6,87.6,0,12.4,14.5
ZCTA5 82934,13.8,78,78,0,22,33
ZCTA5 82935,4.9,85.1,83.3,4.4,14.9,2.8
ZCTA5 82936,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 84622,19.7,69.9,60.2,9.8,30.1,7.9
ZCTA5 84623,0,93.5,93.5,0,6.5,21.6
ZCTA5 84624,12.5,75,67.7,8.9,25,4.7
ZCTA5 84626,0,87.3,87.3,9.5,12.7,27.5
ZCTA5 84627,9.9,76.6,73.4,4.8,23.4,5.9
ZCTA5 84628,13.5,86.8,85.5,3,13.2,7
ZCTA5 84629,2.9,76.2,74.9,1.6,23.8,2.8
ZCTA5 84630,1.2,94.6,91.4,8.6,5.4,4
ZCTA5 84631,9.7,68.6,65.4,4.5,31.4,5.6
ZCTA5 84632,13.4,79.4,72,10,20.6,6.9
ZCTA5 84633,9.3,87.1,85.7,6.5,12.9,4
ZCTA5 84634,8.2,68.2,67.9,2.2,31.8,5.5
ZCTA5 84635,8.6,88.1,76.9,11.2,11.9,11.9
ZCTA5 84636,2.1,96.1,95.5,5.2,3.9,5.6
ZCTA5 84637,4.1,64.9,58.5,8.8,35.1,4.1
ZCTA5 84638,6,91.5,91.5,0,8.5,37
ZCTA5 84639,1.9,90.1,89.3,0.8,9.9,7.4
ZCTA5 84640,4.9,99,99,10.2,1,5.9
ZCTA5 84642,7.9,80.2,75.6,5.7,19.8,2.8
ZCTA5 84643,3.2,88,82.4,9.2,12,8.6
ZCTA5 84645,4.7,67.5,64,5.2,32.5,4.9
ZCTA5 84646,10.3,71.4,67.8,3.9,28.6,8
ZCTA5 84647,5.1,80.4,78.5,2.7,19.6,4.1
ZCTA5 84648,14.5,88.5,80.4,11,11.5,3.8
ZCTA5 84649,7.7,84.8,83.8,1.4,15.2,3.5
ZCTA5 84651,10.5,84.4,83.2,3.3,15.6,2.3
ZCTA5 84652,7.2,87.2,86.6,2.3,12.8,7.6
ZCTA5 84653,6.2,87.9,85.1,4.2,12.1,2.7
ZCTA5 84654,15.1,80.4,69.5,13.6,19.6,7.1
ZCTA5 84655,6.7,82.7,79.5,4.8,17.3,2.7
ZCTA5 84656,18.1,83.1,79.5,16.3,16.9,4.2
ZCTA5 84657,29.9,65.2,57.6,7.6,34.8,17.1
ZCTA5 84660,5.2,85.3,82.8,4.2,14.7,1.3
ZCTA5 84662,11.4,77.1,65.5,14.5,22.9,13.8
ZCTA5 84663,9.1,85.3,82.2,5.3,14.7,1.4
ZCTA5 84664,7.2,85.5,83.4,3.8,14.5,1.8
ZCTA5 84665,2.7,81,77.8,3.2,19,27
ZCTA5 84667,0,85.1,85.1,2.1,14.9,15.1
ZCTA5 84701,18.4,76.9,68.7,10.2,23.1,3.7
ZCTA5 84710,0,55,55,5,45,10.1
ZCTA5 84711,5.1,94.8,93.3,6.4,5.2,4.1
ZCTA5 84712,1,86.7,85,1.8,13.3,30.9
ZCTA5 84713,8.6,78.5,75.1,6,21.5,6.5
ZCTA5 84714,25,24.6,24.6,7.2,75.4,19.3
ZCTA5 84715,0.6,57.3,57.3,0,42.7,12.7
ZCTA5 84716,0,60.5,57.9,2.6,39.5,31.2
ZCTA5 84718,2.9,80.2,78.1,2.1,19.8,5.9
ZCTA5 84719,0,18.5,18.5,0,81.5,90.1
ZCTA5 84720,11,79.1,73.2,7,20.9,3.6
ZCTA5 84721,15.5,73.6,68.5,7.8,26.4,4
ZCTA5 84722,10.9,42.2,36.6,11.1,57.8,11.3
ZCTA5 84723,11.5,69.5,62,8.1,30.5,8.3
ZCTA5 84724,13.6,65.3,58.7,7.7,34.7,7.8
ZCTA5 84725,5,71.3,61.5,9.8,28.7,5.9
ZCTA5 84726,2.1,76.4,73.9,2.5,23.6,8.5
ZCTA5 84728,0,39.1,39.1,0,60.9,34.6
ZCTA5 84729,7.4,63.2,54.4,8.8,36.8,11.3
ZCTA5 84730,9.7,79.7,79.7,0,20.3,3.8
ZCTA5 84731,0,9999999.99,9999999.99,9999999.99,9999999.99,100
ZCTA5 84732,0,40,40,0,60,100
ZCTA5 84733,0,100,100,100,0,39.1
ZCTA5 84734,4.5,69,69,0,31,32.6
ZCTA5 84735,9.4,91.4,81.4,27.1,8.6,4.6
ZCTA5 84736,9.5,68.6,58.6,15.7,31.4,4.3
ZCTA5 84737,12.6,81.2,77,7.4,18.8,3.7
ZCTA5 84738,8,83.3,79.9,6.4,16.7,5.9
ZCTA5 84739,14.4,60,58.6,5.9,40,6.8
ZCTA5 84740,19.1,81.4,64.4,16.9,18.6,15.9
ZCTA5 84741,4.7,74.9,72.8,4.4,25.1,2.9
ZCTA5 84742,0,40.9,40.9,0,59.1,7.3
ZCTA5 84743,0,0,0,0,100,47.7
ZCTA5 84744,4.9,77.2,75,4.3,22.8,7.4
ZCTA5 84745,14.5,76.9,66.9,12.8,23.1,6.4
ZCTA5 84746,2.4,83.6,82,2.8,16.4,1.6
ZCTA5 84747,2.9,71,70.4,1,29,6.8
ZCTA5 84749,13.8,81.5,73.9,10.1,18.5,10.6
ZCTA5 84750,6.6,84.7,84,6.9,15.3,12
ZCTA5 84751,0.9,90.1,86.8,4.7,9.9,7.4
ZCTA5 84752,2.6,85.8,81.2,4.6,14.2,3.5
ZCTA5 84753,0,9999999.99,9999999.99,9999999.99,9999999.99,82.3
ZCTA5 84754,11.4,81.9,75.2,11.2,18.1,4.7
ZCTA5 84755,0,71,71,0,29,69.1
ZCTA5 84756,0,77.3,77.3,0,22.7,18.2
ZCTA5 84757,4.5,75.8,75.8,0,24.2,2
ZCTA5 84758,15.5,76.9,71,12.5,23.1,9.6
ZCTA5 84759,15.6,74.6,65.9,10.2,25.4,5.8
ZCTA5 84760,6.7,80.3,73.8,7.1,19.7,7.4
ZCTA5 84761,5,75.6,69.3,6.3,24.4,4.8
ZCTA5 84762,19.4,77.4,77.4,0,22.6,27.2
ZCTA5 84763,0,61.7,61.7,8.4,38.3,14.9
ZCTA5 84764,6.3,56.2,53.9,2.2,43.8,58.2
ZCTA5 84765,4.8,85.8,76,10.2,14.2,5.4
ZCTA5 84766,0,30.3,30.3,0,69.7,42.5
ZCTA5 84767,0.8,71.1,64.8,8.8,28.9,22
ZCTA5 84770,11,68.3,63.7,7.4,31.7,3.6
ZCTA5 84772,0,58.6,58.6,0,41.4,33.9
ZCTA5 84773,0,87.2,87.2,0,12.8,47.5
ZCTA5 84774,12.7,82.7,68.6,18.6,17.3,5.9
ZCTA5 84775,2.9,44.6,44.6,0.4,55.4,12.4
ZCTA5 84776,6.2,87.3,84.2,3.1,12.7,4.7
ZCTA5 84779,13.3,73.3,66.5,8,26.7,8.4
ZCTA5 84780,7.4,81.1,77.4,5.3,18.9,3.8
ZCTA5 84781,0,100,100,0,0,45.1
ZCTA5 84782,12.9,73.9,62.4,15.9,26.1,14.7
ZCTA5 84783,0,94.5,94.5,16.5,5.5,15.9
ZCTA5 84784,58.9,30.1,19.5,12.9,69.9,14.1
ZCTA5 84790,6.3,83.4,79.4,6.4,16.6,1.9
ZCTA5 85003,18.5,80.2,72.7,9,19.8,7
ZCTA5 85004,19.1,70.3,65.2,6.9,29.7,10.4
ZCTA5 85006,30,52.6,43,10.4,47.4,5
ZCTA5 85007,31.6,71.7,59.1,14.9,28.3,5.5
ZCTA5 85008,19.1,63.2,54.6,9.9,36.8,3.1
ZCTA5 85009,34,54.5,40.4,15.7,45.5,3.1
ZCTA5 85012,10,87.6,82.9,5.6,12.4,3.9
ZCTA5 85013,13,81.5,77.5,6.3,18.5,4
ZCTA5 85014,15.3,73.4,64,10.6,26.6,4.4
ZCTA5 85015,32.7,65.4,48.4,19.7,34.6,3.6
ZCTA5 85016,12.3,78.6,73.5,7.2,21.4,3
ZCTA5 85017,34.7,52,38.5,14.9,48,3.7
ZCTA5 85018,11.5,82.3,78.6,5.1,17.7,2.7
ZCTA5 85019,35.1,60.4,41.4,21.1,39.6,5.2
ZCTA5 85020,12.4,73.6,67.6,8.1,26.4,3.5
ZCTA5 85021,18.4,70.3,61.2,11.9,29.7,3.5
ZCTA5 85022,11.9,78.5,72.1,8.2,21.5,2.6
ZCTA5 85023,12.6,76.9,70.7,9.1,23.1,2.2
ZCTA5 85024,7.7,87.4,83,6.9,12.6,2.8
ZCTA5 85027,11.5,81.7,75.9,6.9,18.3,2.6
ZCTA5 85028,3.3,93.1,90,4.1,6.9,1
ZCTA5 85029,16.7,74.7,65.7,10.9,25.3,2.6
ZCTA5 85031,38.2,53.5,38.3,16.1,46.5,5
ZCTA5 85032,15.2,72.8,66.1,8.3,27.2,2.1
ZCTA5 85033,32,55.3,38.6,18.4,44.7,2.8
ZCTA5 85034,38.4,60.2,40.8,20.7,39.8,10.6
ZCTA5 85035,31.8,55.3,41.2,15.8,44.7,3.7
ZCTA5 85037,17.4,74.4,64.9,11.6,25.6,2.4
ZCTA5 85040,33.2,65.4,52,14.1,34.6,3.8
ZCTA5 85041,25.4,71.4,60.3,13.1,28.6,2.5
ZCTA5 85042,22.9,73.7,64.9,10.8,26.3,2.9
ZCTA5 85043,22.6,68.3,59.2,10.3,31.7,4
ZCTA5 85044,3.8,91.3,88.7,3.8,8.7,1.4
ZCTA5 85045,1.4,94.5,93.6,1.4,5.5,2.6
ZCTA5 85048,2.9,94.3,93.1,2.4,5.7,1.4
ZCTA5 85050,5.1,93.4,90.7,4.4,6.6,2.2
ZCTA5 85051,26.5,75.8,61.8,16.9,24.2,2.8
ZCTA5 85053,14.2,80.2,74.7,7.4,19.8,2.8
ZCTA5 85054,4.9,89.4,89.4,1,10.6,2.9
ZCTA5 85083,3.1,94.8,93.6,2.7,5.2,2.2
ZCTA5 85085,4.1,91.1,89.5,3.5,8.9,2.6
ZCTA5 85086,6.3,91.6,89.1,4.5,8.4,1
ZCTA5 85087,2.9,87.5,86.3,4.7,12.5,1.8
ZCTA5 85118,1.8,89.2,86.7,5.6,10.8,1.3
ZCTA5 85119,9.6,82,76.9,7.4,18,4
ZCTA5 85120,15.4,73.5,60.5,17.8,26.5,3
ZCTA5 85121,34.7,82.2,64.7,18.5,17.8,11.2
ZCTA5 85122,15.3,80.8,71.5,12.6,19.2,2.1
ZCTA5 85123,6.7,86.9,78.5,12.1,13.1,4.8
ZCTA5 85128,19.7,82.4,74,13.4,17.6,5.7
ZCTA5 85131,26.6,70.8,51.8,19.8,29.2,5.7
ZCTA5 85132,7.1,83.3,79.5,8.4,16.7,3.6
ZCTA5 85135,25.5,84.6,81.5,8,15.4,14.8
ZCTA5 85137,11.5,77.8,67,12.9,22.2,7
ZCTA5 85138,10.2,88,81.2,12.4,12,1.2
ZCTA5 85139,9.6,75.3,71.5,6.6,24.7,3.5
ZCTA5 85140,13.1,84.4,78,7.8,15.6,3.8
ZCTA5 85141,12.5,80.7,73.7,7,19.3,13.9
ZCTA5 85142,7.2,92,88.1,5.3,8,2.4
ZCTA5 85143,12.5,86.1,79.3,9.9,13.9,2.8
ZCTA5 85145,4.9,93.2,88.1,7.9,6.8,4.4
ZCTA5 85147,30,76.1,60.2,16,23.9,9.9
ZCTA5 85172,10.5,49,38.9,10.1,51,13.4
ZCTA5 85173,22.7,82.5,73.8,11.2,17.5,5.4
ZCTA5 85192,12.1,80.7,78.8,8.2,19.3,7.4
ZCTA5 85193,29.7,70.6,61.4,12.1,29.4,8.9
ZCTA5 85194,9.8,78.7,72,9.9,21.3,5.4
ZCTA5 85201,13.1,69.2,60.8,10.2,30.8,3.2
ZCTA5 85202,12.8,76.6,71.6,6.6,23.4,3.1
ZCTA5 85203,13.8,74.7,68.5,8,25.3,2.9
ZCTA5 85204,21.1,69.2,59.8,11.8,30.8,2.2
ZCTA5 85205,10.6,84.2,77,9.9,15.8,2.1
ZCTA5 85206,6,84.8,78.6,8.7,15.2,2.1
ZCTA5 85207,9.2,87.1,81.7,7.5,12.9,1.9
ZCTA5 85208,12.1,79.5,72.4,9.9,20.5,2
ZCTA5 85209,7.3,86.3,81.5,7.4,13.7,2.1
ZCTA5 85210,20.8,71.5,62.8,10.8,28.5,3.3
ZCTA5 85212,5.1,88.9,85.6,4.8,11.1,1.9
ZCTA5 85213,9.5,86.3,80.1,8.9,13.7,2.3
ZCTA5 85215,4.8,90.4,87.1,5.7,9.6,2.3
ZCTA5 85224,7.6,88.6,84.3,7,11.4,2.1
ZCTA5 85225,14.5,80.7,75.4,7.4,19.3,2.1
ZCTA5 85226,4.1,91.2,88.9,4.1,8.8,1.6
ZCTA5 85233,7,89.2,85.7,6.3,10.8,1.6
ZCTA5 85234,6.3,88.6,84.2,6.4,11.4,1.7
ZCTA5 85248,3.2,91.8,89.1,5.6,8.2,1.5
ZCTA5 85249,2.5,94.6,92.2,3.7,5.4,1.3
ZCTA5 85250,3.7,87.3,85.3,3.8,12.7,2
ZCTA5 85251,7.1,83.4,78.4,6.4,16.6,3.1
